symbol_index,rank,letter,proximity,profile_proximity,final_score
3,6,გ,0.8104058855695268,0.8104058855695268,0.8104058855695268
3,7,ჟ,0.7967375566053091,0.7967375566053091,0.7967375566053091
3,8,ტ,0.7842654742101322,0.7842654742101322,0.7842654742101322
3,9,მ,0.7656915448990492,0.7656915448990492,0.7656915448990492
3,10,ც,0.75736347010342,0.75736347010342,0.75736347010342
3,11,ჰ,0.7536404931684296,0.7536404931684296,0.7536404931684296
3,12,ძ,0.7532584238939901,0.7532584238939901,0.7532584238939901
3,13,ბ,0.734484807440956,0.734484807440956,0.734484807440956
3,14,ჭ,0.7219537530163758,0.7219537530163758,0.7219537530163758
3,15,პ,0.7148107288184841,0.7148107288184841,0.7148107288184841
3,16,ზ,0.7092105247196396,0.7092105247196396,0.7092105247196396
3,17,შ,0.705984027304374,0.705984027304374,0.705984027304374
3,18,კ,0.691821794321589,0.691821794321589,0.691821794321589
3,19,ქ,0.6770565483854385,0.6770565483854385,0.6770565483854385
3,20,ნ,0.6504949164285923,0.6504949164285923,0.6504949164285923
3,21,ჩ,0.6354100593112193,0.6354100593112193,0.6354100593112193
3,22,წ,0.6261587394157297,0.6261587394157297,0.6261587394157297
3,23,ა,0.6138771416239377,0.6138771416239377,0.6138771416239377
3,24,ხ,0.5912906184013609,0.5912906184013609,0.5912906184013609
3,25,ს,0.5428682176158286,0.5428682176158286,0.5428682176158286
3,26,თ,0.47205141558128183,0.47205141558128183,0.47205141558128183
3,27,ღ,0.47043353733263304,0.47043353733263304,0.47043353733263304
3,28,ლ,0.448661165880615,0.448661165880615,0.448661165880615
3,29,რ,0.4394794677251689,0.4394794677251689,0.4394794677251689
3,30,ო,0.38160085629412177,0.38160085629412177,0.38160085629412177
3,31,დ,0.32939956535977555,0.32939956535977555,0.32939956535977555
3,32,ფ,0.2968439260680831,0.2968439260680831,0.2968439260680831
3,33,ი,0.28289598228391866,0.28289598228391866,0.28289598228391866
4,1,ა,0.8994850173043215,0.8994850173043215,0.8994850173043215
4,2,ძ,0.7750626131305995,0.7750626131305995,0.7750626131305995
4,3,ბ,0.752485026794708,0.752485026794708,0.752485026794708
4,4,ც,0.7458093097709815,0.7458093097709815,0.7458093097709815
4,5,ყ,0.7409054578502537,0.7409054578502537,0.7409054578502537
4,6,ტ,0.7310426827045116,0.7310426827045116,0.7310426827045116
4,7,ჯ,0.7002533527265955,0.7002533527265955,0.7002533527265955
4,8,ჰ,0.6983846416752485,0.6983846416752485,0.6983846416752485
4,9,გ,0.6822165911461298,0.6822165911461298,0.6822165911461298
4,10,ვ,0.6721563482457624,0.6721563482457624,0.6721563482457624
4,11,მ,0.667046775329947,0.667046775329947,0.667046775329947
4,12,ე,0.6563686679391807,0.6563686679391807,0.6563686679391807
4,13,პ,0.6502197916081349,0.6502197916081349,0.6502197916081349
4,14,ჟ,0.6438783483803308,0.6438783483803308,0.6438783483803308
4,15,ზ,0.6438487261811532,0.6438487261811532,0.6438487261811532
4,16,კ,0.637056133924121,0.637056133924121,0.637056133924121
4,17,ხ,0.618332372804629,0.618332372804629,0.618332372804629
4,18,შ,0.5997028162363307,0.5997028162363307,0.5997028162363307
4,19,უ,0.5924355208442793,0.5924355208442793,0.5924355208442793
4,20,ს,0.5894535097093876,0.5894535097093876,0.5894535097093876
4,21,ნ,0.5855151400612195,0.5855151400612195,0.5855151400612195
4,22,ჭ,0.5602500152335137,0.5602500152335137,0.5602500152335137
4,23,ჩ,0.5484243362614786,0.5484243362614786,0.5484243362614786
4,24,წ,0.541492202249974,0.541492202249974,0.541492202249974
4,25,ქ,0.5184517330457526,0.5184517330457526,0.5184517330457526
4,26,რ,0.5070146317383273,0.5070146317383273,0.5070146317383273
4,27,თ,0.4990658974500193,0.4990658974500193,0.4990658974500193
4,28,ღ,0.3674228694664726,0.3674228694664726,0.3674228694664726
4,29,ო,0.35577334076749323,0.35577334076749323,0.35577334076749323
4,30,ი,0.34630647426420214,0.34630647426420214,0.34630647426420214
4,31,დ,0.3253449311979707,0.3253449311979707,0.3253449311979707
4,32,ფ,0.3238567896500658,0.3238567896500658,0.3238567896500658
4,33,ლ,0.32345689559948987,0.32345689559948987,0.32345689559948987
5,1,რ,0.9058932177213426,0.9058932177213426,0.9058932177213426
5,2,ჩ,0.7236210020544414,0.7236210020544414,0.7236210020544414
5,3,თ,0.7209276400077134,0.7209276400077134,0.7209276400077134
